0.232323,0.489289,0.4375,0.507015,0.346154,0.512802,0.490196,0.64366,0.607717,4
0.282828,0.487167,0.554688,0.507015,0.301282,0.513766,0.54902,0.714286,0.662379,2
0.262626,0.487167,0.476563,0.507015,0.384615,0.512617,0.503268,0.614767,0.575563,1
0.10101,0.487167,0.429688,0.507015,0.346154,0.513469,0.575163,0.64366,0.585209,1
0.10101,0.487167,0.453125,0.507015,0.355769,0.511839,0.594771,0.640449,0.575563,1
0.585859,0.487167,0.523438,0.5065,0.310897,0.51284,0.333333,0.699839,0.700965,3
0.292929,0.487167,0.46875,0.507015,0.294872,0.51321,0.477124,0.704655,0.672026,2
0.282828,0.487065,0.578125,0.506629,0.387821,0.512654,0.575163,0.632424,0.575563,1
0.262626,0.487975,0.4375,0.507015,0.346154,0.512802,0.464052,0.64366,0.610932,2
0.10101,0.487167,0.625,0.506114,0.346154,0.512802,0.732026,0.683788,0.585209,1
0.10101,0.487167,0.445313,0.506758,0.320513,0.512802,0.588235,0.670947,0.610932,1
0.181818,0.487167,0.492188,0.507015,0.375,0.513544,0.562092,0.626003,0.572347,1
0.111111,0.487369,0.4375,0.507015,0.362179,0.513062,0.568627,0.627608,0.572347,1
0.10101,0.487167,0.445313,0.507015,0.298077,0.512988,0.581699,0.696629,0.636656,1
0.141414,0.487167,0.617188,0.507015,0.362179,0.512506,0.699346,0.664526,0.575563,1
0.141414,0.487167,0.53125,0.507144,0.362179,0.51221,0.627451,0.64687,0.575563,1
0.20202,0.487167,0.5,0.506758,0.375,0.512654,0.562092,0.629213,0.572347,1
0.222222,0.487167,0.453125,0.507015,0.375,0.512617,0.509804,0.617978,0.575563,1
0.222222,0.48747,0.476563,0.507015,0.38141,0.512951,0.529412,0.619583,0.572347,1
0.10101,0.455032,0.65625,0.506758,0.358974,0.512654,0.75817,0.677368,0.572347,1
0.171717,0.48747,0.4375,0.507015,0.371795,0.512877,0.529412,0.619583,0.572347,1
0.79798,0.487369,0.679688,0.507015,0.413462,0.512802,0.320261,0.627608,0.630225,3
0.10101,0.486661,0.429688,0.507015,0.346154,0.512802,0.575163,0.64366,0.585209,1
0.222222,0.487167,0.617188,0.507015,0.38141,0.513507,0.653595,0.648475,0.572347,1
0.181818,0.487065,0.515625,0.506758,0.371795,0.512654,0.594771,0.635634,0.572347,1
0.10101,0.487571,0.460938,0.507015,0.298077,0.512802,0.594771,0.699839,0.636656,1
0.282828,0.487065,0.601563,0.507015,0.384615,0.513099,0.588235,0.640449,0.578778,2
0.282828,0.487167,0.507813,0.508045,0.387821,0.512802,0.51634,0.617978,0.572347,1
0.282828,0.48747,0.523438,0.507401,0.387821,0.512802,0.522876,0.619583,0.575563,1
0.10101,0.487167,0.414063,0.507015,0.342949,0.512765,0.562092,0.64366,0.588424,1
0.10101,0.487167,0.664063,0.507015,0.358974,0.512914,0.75817,0.677368,0.575563,1
0.222222,0.487167,0.671875,0.507015,0.375,0.51221,0.69281,0.662921,0.575563,1
0.525253,0.487672,0.484375,0.507015,0.227564,0.512802,0.339869,0.775281,0.77492,3
0.242424,0.487167,0.453125,0.507015,0.384615,0.513877,0.496732,0.609952,0.572347,1
0.323232,0.487571,0.492188,0.507015,0.397436,0.513692,0.477124,0.605136,0.572347,1
0.10101,0.487167,0.679688,0.507015,0.349359,0.512024,0.777778,0.690209,0.581994,1
0.292929,0.48747,0.59375,0.507015,0.375,0.513136,0.581699,0.648475,0.588424,2
0.121212,0.487672,0.4375,0.507015,0.362179,0.512802,0.555556,0.627608,0.572347,1
0.242424,0.486661,0.46875,0.507015,0.384615,0.512802,0.509804,0.614767,0.572347,1
0.222222,0.487167,0.4375,0.507015,0.375,0.512469,0.503268,0.616372,0.575563,1
0.191919,0.487369,0.4375,0.507015,0.371795,0.512098,0.522876,0.621188,0.575563,1
0.292929,0.487167,0.46875,0.507015,0.391026,0.512802,0.470588,0.605136,0.572347,1
0.292929,0.487167,0.453125,0.507015,0.326923,0.512914,0.464052,0.667737,0.636656,2
0.10101,0.487167,0.65625,0.507015,0.355769,0.512951,0.75817,0.680578,0.578778,1
0.494949,0.487167,0.46875,0.506758,0.237179,0.513284,0.346405,0.76244,0.762058,3
0.292929,0.487167,0.460938,0.507015,0.391026,0.513062,0.470588,0.603531,0.572347,1
0.141414,0.487369,0.429688,0.507015,0.36859,0.51321,0.542484,0.622793,0.572347,1
0.141414,0.487268,0.5,0.507015,0.362179,0.512802,0.601307,0.640449,0.575563,1
0.292929,0.486762,0.59375,0.507015,0.384615,0.512728,0.581699,0.638844,0.578778,2
0.222222,0.487167,0.578125,0.507144,0.38141,0.512877,0.614379,0.640449,0.572347,1
0.10101,0.487369,0.429688,0.507015,0.358974,0.512802,0.562092,0.629213,0.575563,1
0.292929,0.487268,0.609375,0.507015,0.38141,0.513395,0.588235,0.645265,0.585209,2
0.292929,0.486762,0.523438,0.507015,0.391026,0.512802,0.51634,0.616372,0.572347,1
0.10101,0.486863,0.46875,0.506758,0.362179,0.512469,0.594771,0.634029,0.572347,1
0.20202,0.487167,0.492188,0.50753,0.375,0.512802,0.562092,0.627608,0.572347,1
0.141414,0.487268,0.507813,0.507272,0.36859,0.513321,0.607843,0.638844,0.572347,1
0.262626,0.48747,0.46875,0.507015,0.387821,0.512802,0.490196,0.608347,0.572347,1
0.20202,0.487672,0.453125,0.507015,0.375,0.512802,0.522876,0.617978,0.572347,1
0.777778,0.487874,0.65625,0.507916,0.413462,0.512802,0.320261,0.622793,0.62701,3
0.747475,0.486863,0.632813,0.5065,0.416667,0.512802,0.320261,0.613162,0.617363,3
0.181818,0.487167,0.507813,0.507015,0.371795,0.512173,0.581699,0.634029,0.575563,1
0.151515,0.487571,0.4375,0.507015,0.36859,0.51284,0.542484,0.622793,0.572347,1
0.181818,0.487167,0.453125,0.507015,0.371795,0.512654,0.535948,0.622793,0.575563,1
0.10101,0.487167,0.460938,0.507015,0.358974,0.513358,0.594771,0.637239,0.575563,1
0.292929,0.487167,0.585938,0.506886,0.371795,0.512802,0.575163,0.65008,0.59164,2
0.292929,0.487167,0.46875,0.507015,0.285256,0.512691,0.477124,0.714286,0.678457,2
0.151515,0.487167,0.484375,0.507272,0.36859,0.512802,0.581699,0.634029,0.575563,1
0.242424,0.487268,0.523438,0.507015,0.384615,0.513062,0.555556,0.626003,0.572347,1
0.222222,0.48747,0.476563,0.507015,0.375,0.512506,0.529412,0.622793,0.575563,1
0.141414,0.487268,0.507813,0.507401,0.36859,0.513025,0.607843,0.638844,0.572347,1
0.10101,0.487167,0.4375,0.507015,0.839744,0.694742,0.581699,0.152488,0.093248,1
0.222222,0.487167,0.492188,0.507015,0.375,0.512654,0.54902,0.627608,0.575563,1
0.10101,0.487065,0.4375,0.506629,0.355769,0.51258,0.575163,0.635634,0.575563,1
0.141414,0.487167,0.453125,0.507015,0.362179,0.51195,0.562092,0.632424,0.575563,1
0.242424,0.487167,0.453125,0.507015,0.384615,0.512877,0.490196,0.609952,0.572347,1
0.282828,0.487065,0.453125,0.5065,0.333333,0.512358,0.470588,0.661316,0.62701,2
0.141414,0.487167,0.4375,0.507015,0.36859,0.512988,0.555556,0.624398,0.572347,1
0.191919,0.486863,0.460938,0.507015,0.375,0.512802,0.535948,0.621188,0.572347,1
0.292929,0.487167,0.453125,0.507015,0.298077,0.511913,0.470588,0.698234,0.665595,2
0.171717,0.487167,0.476563,0.506886,0.371795,0.512802,0.562092,0.627608,0.572347,1
0.181818,0.487167,0.484375,0.507015,0.375,0.513951,0.555556,0.624398,0.572347,1
0.10101,0.487167,0.4375,0.506886,0.358974,0.512951,0.575163,0.632424,0.572347,1
0.10101,0.487167,0.421875,0.506886,0.358974,0.512802,0.562092,0.629213,0.572347,1
0.10101,0.487268,0.4375,0.506758,0.355769,0.512802,0.575163,0.635634,0.575563,1
0.242424,0.487167,0.453125,0.507015,0.38141,0.51258,0.496732,0.614767,0.575563,1
0.191919,0.486762,0.429688,0.506886,0.375,0.512802,0.503268,0.613162,0.572347,1
0.222222,0.487167,0.4375,0.507659,0.38141,0.512988,0.496732,0.611557,0.572347,1
0.181818,0.487167,0.679688,0.507015,0.371795,0.512691,0.718954,0.669342,0.575563,1
0.151515,0.487167,0.453125,0.506758,0.36859,0.512802,0.54902,0.626003,0.575563,1
0.10101,0.487167,0.445313,0.507015,0.333333,0.512432,0.581699,0.658106,0.598071,1
0.10101,0.487167,0.429688,0.506629,0.358974,0.512432,0.568627,0.630819,0.575563,1
0.262626,0.487672,0.492188,0.507015,0.384615,0.512617,0.51634,0.617978,0.575563,1
0.111111,0.487571,0.429688,0.507015,0.362179,0.512951,0.562092,0.626003,0.572347,1
0.131313,0.487167,0.460938,0.507015,0.362179,0.512728,0.575163,0.632424,0.575563,1
0.20202,0.487369,0.578125,0.507401,0.375,0.512802,0.627451,0.645265,0.572347,1
0.181818,0.487167,0.453125,0.507659,0.371795,0.512802,0.535948,0.622793,0.575563,1
0.141414,0.487065,0.507813,0.507015,0.36859,0.512802,0.607843,0.638844,0.572347,1
0.282828,0.487167,0.578125,0.507015,0.358974,0.513284,0.575163,0.661316,0.604502,2
0.292929,0.487167,0.578125,0.507015,0.391026,0.513358,0.575163,0.629213,0.572347,1
0.242424,0.486863,0.484375,0.507015,0.38141,0.512284,0.522876,0.619583,0.575563,1
0.10101,0.487167,0.421875,0.507015,0.355769,0.513173,0.562092,0.632424,0.575563,1
0.10101,0.487167,0.421875,0.507015,0.346154,0.513395,0.562092,0.640449,0.585209,1
0.545455,0.486964,0.492188,0.507015,0.272436,0.511691,0.339869,0.731942,0.729904,3
0.161616,0.487167,0.578125,0.5065,0.36859,0.512654,0.653595,0.653291,0.575563,1
0.141414,0.487167,0.492188,0.507272,0.36859,0.513729,0.594771,0.635634,0.572347,1
0.222222,0.487167,0.515625,0.506114,0.375,0.511876,0.562092,0.632424,0.575563,1
0.222222,0.487167,0.484375,0.507015,0.375,0.512284,0.535948,0.626003,0.575563,1
0.10101,0.486863,0.4375,0.507015,0.333333,0.512802,0.575163,0.656501,0.598071,1
0.545455,0.487167,0.492188,0.507015,0.282051,0.513877,0.339869,0.722311,0.723473,3
0.282828,0.487268,0.492188,0.507015,0.387821,0.512765,0.503268,0.614767,0.575563,1
0.282828,0.487167,0.585938,0.507015,0.375,0.513655,0.581699,0.64687,0.585209,2
0.151515,0.487167,0.46875,0.506758,0.36859,0.512654,0.568627,0.629213,0.572347,1
0.525253,0.487167,0.484375,0.507015,0.237179,0.512914,0.339869,0.767255,0.765273,3
0.323232,0.486661,0.492188,0.507015,0.397436,0.513025,0.477124,0.605136,0.572347,1
0.292929,0.486863,0.515625,0.507015,0.391026,0.512802,0.51634,0.614767,0.572347,1
0.282828,0.487167,0.476563,0.507144,0.285256,0.512802,0.48366,0.714286,0.678457,2
0.292929,0.487167,0.554688,0.507015,0.298077,0.512654,0.54902,0.719101,0.665595,2
0.191919,0.487167,0.460938,0.507015,0.375,0.512802,0.535948,0.621188,0.572347,1
0.292929,0.487167,0.445313,0.507015,0.314103,0.512098,0.457516,0.678973,0.649518,2
0.10101,0.487167,0.484375,0.507015,0.355769,0.513062,0.620915,0.64687,0.575563,1
0.10101,0.487167,0.4375,0.507015,0.304487,0.513432,0.575163,0.685393,0.62701,1
0.262626,0.487065,0.515625,0.506371,0.384615,0.512432,0.535948,0.622793,0.575563,1
0.10101,0.487065,0.453125,0.5065,0.358974,0.51258,0.588235,0.635634,0.575563,1
0.171717,0.487065,0.476563,0.5065,0.371795,0.512802,0.562092,0.627608,0.572347,1
0.212121,0.486863,0.578125,0.507015,0.375,0.512654,0.620915,0.645265,0.575563,1
0.151515,0.487672,0.453125,0.507659,0.36859,0.512802,0.555556,0.627608,0.572347,1
